ghc,hc,bj,gbj,gnull,ggnull,cpma,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,asymp,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
5.0/113,9.0/85,8.0/87,3.0/290,6.0/105,4.0/289,10.0/59,7.0/97,1.5/381,1.5/381,200,5000,1000,rat,-0.69,0.0,0.77,2.302,5,detectable,0.0,0.0,0.38078124999999996,0.01875,0.0,0.0
5.0/92,7.0/84,9.0/60,3.0/207,8.0/71,4.0/195,10.0/55,6.0/87,2.0/286,1.0/289,200,5000,1000,rat,-0.69,0.0,0.77,2.059,5,detectable,0.0,0.0,0.39503125,0.029166666666666667,0.0,0.0
5.0/78,6.0/72,9.0/53,4.0/117,7.0/67,3.0/126,10.0/47,8.0/64,2.0/178,1.0/181,200,5000,1000,rat,-0.69,0.0,0.77,1.783,5,detectable,0.0,0.0,0.42062499999999997,0.052083333333333336,0.0,0.0
5.0/67,6.0/64,9.0/46,4.0/82,7.0/62,3.0/90,10.0/44,8.0/55,2.0/114,1.0/116,200,5000,1000,rat,-0.69,0.0,0.77,1.456,5,detectable,0.0,0.0,0.44548958333333327,0.075,0.0,0.0
9.0/44,6.0/50,10.0/43,4.0/57,5.0/54,3.0/59,8.0/46,7.0/47,2.0/76,1.0/78,200,5000,1000,rat,-0.69,0.0,0.77,1.029,5,undetectable,0.0,0.0,0.48502083333333335,0.12604166666666666,0.0,0.0
7.0/179,9.0/128,6.0/289,3.0/722,5.0/323,4.0/706,10.0/92,8.0/158,1.0/806,2.0/804,200,5000,1000,rat,-0.69,0.0,0.77,3.255,4,identifiable,0.0,0.0,0.37090625,0.0,0.0,0.0
7.0/170,9.0/119,6.0/210,3.0/689,5.0/244,4.0/679,10.0/85,8.0/141,1.0/793,2.0/788,200,5000,1000,rat,-0.69,0.0,0.77,3.088,4,identifiable,0.0,0.0,0.3751041666666667,0.0,0.0,0.0
7.0/135,9.0/102,6.0/164,3.0/568,5.0/192,4.0/553,10.0/72,8.0/127,1.0/663,2.0/662,200,5000,1000,rat,-0.69,0.0,0.77,2.912,4,identifiable,0.0,0.0,0.38496874999999997,0.0010416666666666667,0.0,0.0
6.0/131,9.0/95,7.0/118,3.0/455,5.0/136,4.0/450,10.0/64,8.0/109,1.0/581,2.0/579,200,5000,1000,rat,-0.69,0.0,0.77,2.724,4,detectable,0.0,0.0,0.38823958333333336,0.005208333333333333,0.0,0.0
6.0/114,9.0/88,7.5/95,3.0/328,5.0/117,4.0/316,10.0/57,7.5/95,2.0/428,1.0/430,200,5000,1000,rat,-0.69,0.0,0.77,2.522,4,detectable,0.0,0.0,0.40096874999999993,0.020833333333333332,0.0,0.0
5.0/92,8.0/70,9.0/63,3.0/235,6.0/86,4.0/228,10.0/52,7.0/81,2.0/344,1.0/347,200,5000,1000,rat,-0.69,0.0,0.77,2.302,4,detectable,0.0,0.0,0.4032395833333334,0.017708333333333333,0.0,0.0
5.0/80,7.0/70,9.0/61,4.0/162,6.0/78,3.0/164,10.0/48,8.0/67,2.0/221,1.0/223,200,5000,1000,rat,-0.69,0.0,0.77,2.059,4,detectable,0.0,0.0,0.42156250000000006,0.046875,0.0,0.0
5.0/69,7.0/65,9.0/52,3.0/111,6.0/68,4.0/107,10.0/46,8.0/61,2.0/147,1.0/152,200,5000,1000,rat,-0.69,0.0,0.77,1.783,4,detectable,0.0,0.0,0.432875,0.057291666666666664,0.0,0.0
5.5/58,7.0/57,9.0/45,4.0/64,8.0/54,3.0/72,10.0/43,5.5/58,2.0/96,1.0/98,200,5000,1000,rat,-0.69,0.0,0.77,1.456,4,undetectable,0.0,0.0,0.4631875,0.09166666666666666,0.0,0.0
8.0/44,6.5/50,9.0/43,5.0/51,4.0/53,3.0/54,10.0/39,6.5/50,2.0/64,1.0/70,200,5000,1000,rat,-0.69,0.0,0.77,1.029,4,undetectable,0.0,0.0,0.491375,0.12291666666666666,0.0,0.0
7.0/122,9.0/90,6.0/190,3.0/638,5.0/217,4.0/617,10.0/60,8.0/108,1.0/756,2.0/753,200,5000,1000,rat,-0.69,0.0,0.77,3.255,3,identifiable,0.0,0.0,0.4114479166666667,0.0010416666666666667,0.0,0.0
7.0/118,9.0/91,6.0/142,3.0/554,5.0/162,4.0/527,10.0/62,8.0/108,1.0/652,2.0/650,200,5000,1000,rat,-0.69,0.0,0.77,3.088,3,identifiable,0.0,0.0,0.41331249999999997,0.003125,0.0,0.0
6.0/93,9.0/73,7.0/89,3.0/453,5.0/102,4.0/432,10.0/55,8.0/87,1.0/597,2.0/590,200,5000,1000,rat,-0.69,0.0,0.77,2.912,3,identifiable,0.0,0.0,0.41379166666666667,0.004166666666666667,0.0,0.0
6.0/101,9.0/76,7.0/86,3.0/347,5.0/107,4.0/343,10.0/55,8.0/82,2.0/476,1.0/482,200,5000,1000,rat,-0.69,0.0,0.77,2.724,3,detectable,0.0,0.0,0.422375,0.013541666666666667,0.0,0.0
5.0/86,8.0/75,9.0/65,3.0/269,6.0/84,4.0/261,10.0/48,7.0/77,2.0/352,1.0/357,200,5000,1000,rat,-0.69,0.0,0.77,2.522,3,detectable,0.0,0.0,0.42903125000000003,0.028125,0.0,0.0
5.0/76,8.0/61,9.0/55,3.0/172,7.0/63,4.0/166,10.0/51,6.0/68,2.0/268,1.0/271,200,5000,1000,rat,-0.69,0.0,0.77,2.302,3,detectable,0.0,0.0,0.43033333333333335,0.04791666666666667,0.0,0.0
5.0/68,8.0/56,9.0/46,3.5/129,7.0/57,3.5/129,10.0/45,6.0/62,2.0/203,1.0/208,200,5000,1000,rat,-0.69,0.0,0.77,2.059,3,detectable,0.0,0.0,0.44312500000000005,0.06666666666666667,0.0,0.0
5.0/61,8.0/55,9.0/46,3.5/93,7.0/56,3.5/93,10.0/44,6.0/57,2.0/132,1.0/138,200,5000,1000,rat,-0.69,0.0,0.77,1.783,3,detectable,0.0,0.0,0.4673333333333333,0.078125,0.0,0.0
6.0/54,7.0/53,10.0/42,3.5/68,5.0/56,3.5/68,9.0/43,8.0/48,2.0/84,1.0/87,200,5000,1000,rat,-0.69,0.0,0.77,1.456,3,undetectable,0.0,0.0,0.48180208333333335,0.10729166666666666,0.0,0.0
6.5/45,6.5/45,9.5/39,8.0/43,4.5/46,4.5/46,9.5/39,3.0/48,2.0/64,1.0/66,200,5000,1000,rat,-0.69,0.0,0.77,1.029,3,undetectable,0.0,0.0,0.49996875,0.12395833333333334,0.0,0.0
7.0/83,9.0/66,6.0/111,3.0/503,5.0/126,4.0/479,10.0/55,8.0/82,1.0/618,2.0/615,200,5000,1000,rat,-0.69,0.0,0.77,3.255,2,identifiable,0.0,0.0,0.44577083333333334,0.005208333333333333,0.0,0.0
8.0/79,9.0/63,6.0/96,3.0/389,5.0/106,4.0/366,10.0/53,7.0/80,2.0/496,1.0/498,200,5000,1000,rat,-0.69,0.0,0.77,3.088,2,identifiable,0.0,0.0,0.44631250000000006,0.0125,0.0,0.0
8.0/71,9.0/61,6.5/72,3.0/325,5.0/87,4.0/302,10.0/50,6.5/72,1.0/459,2.0/458,200,5000,1000,rat,-0.69,0.0,0.77,2.912,2,detectable,0.0,0.0,0.453625,0.01875,0.0,0.0
7.0/58,8.0/55,9.0/46,3.0/258,6.0/60,4.0/243,10.0/41,5.0/63,2.0/381,1.0/382,200,5000,1000,rat,-0.69,0.0,0.77,2.724,2,detectable,0.0,0.0,0.45571875,0.021875,0.0,0.0
5.0/60,7.0/57,9.0/52,3.0/173,6.0/59,4.0/161,10.0/45,8.0/56,2.0/255,1.0/264,200,5000,1000,rat,-0.69,0.0,0.77,2.522,2,detectable,0.0,0.0,0.46068749999999997,0.04479166666666667,0.0,0.0
8.0/56,6.5/60,9.0/55,3.5/143,5.0/64,3.5/143,10.0/47,6.5/60,2.0/207,1.0/213,200,5000,1000,rat,-0.69,0.0,0.77,2.302,2,detectable,0.0,0.0,0.4697291666666667,0.065625,0.0,0.0
7.0/52,7.0/52,9.0/46,4.0/101,7.0/52,3.0/102,10.0/44,5.0/53,2.0/148,1.0/157,200,5000,1000,rat,-0.69,0.0,0.77,2.059,2,detectable,0.0,0.0,0.4739479166666667,0.071875,0.0,0.0
5.0/54,7.5/51,9.0/46,3.0/68,6.0/53,4.0/66,10.0/43,7.5/51,2.0/103,1.0/107,200,5000,1000,rat,-0.69,0.0,0.77,1.783,2,undetectable,0.0,0.0,0.48502083333333335,0.1,0.0,0.0
9.0/44,7.0/48,8.0/46,4.0/54,5.0/52,3.0/59,10.0/42,6.0/50,2.0/75,1.0/78,200,5000,1000,rat,-0.69,0.0,0.77,1.456,2,undetectable,0.0,0.0,0.4956666666666667,0.128125,0.0,0.0
9.0/39,7.5/41,4.0/43,10.0/37,3.0/46,5.5/42,5.5/42,7.5/41,2.0/57,1.0/59,200,5000,1000,rat,-0.69,0.0,0.77,1.029,2,undetectable,0.0,0.0,0.5120208333333333,0.13541666666666666,0.0,0.0
8.0/56,9.0/50,6.0/62,3.0/282,5.0/73,4.0/257,10.0/45,7.0/58,2.0/397,1.0/405,200,5000,1000,rat,-0.69,0.0,0.77,3.255,1,identifiable,0.0,0.0,0.4864375,0.040625,0.0,0.0
9.0/53,8.0/55,6.5/60,3.0/289,5.0/67,4.0/259,10.0/48,6.5/60,2.0/393,1.0/394,200,5000,1000,rat,-0.69,0.0,0.77,3.255,1,identifiable,0.0,0.0,0.4863958333333333,0.0375,0.0,0.0
8.0/56,9.0/55,6.0/59,3.0/275,5.0/72,4.0/255,10.0/48,7.0/58,2.0/385,1.0/393,200,5000,1000,rat,-0.69,0.0,0.77,3.255,1,undetectable,0.0,0.0,0.48509375,0.035416666666666666,0.0,0.0
7.0/56,9.0/52,6.0/60,3.0/214,5.0/66,4.0/203,10.0/42,8.0/55,2.0/321,1.0/327,200,5000,1000,rat,-0.69,0.0,0.77,3.088,1,identifiable,0.0,0.0,0.490375,0.03958333333333333,0.0,0.0
7.5/51,9.0/50,7.5/51,3.0/221,5.0/61,4.0/209,10.0/46,6.0/55,2.0/330,1.0/335,200,5000,1000,rat,-0.69,0.0,0.77,3.088,1,detectable,0.0,0.0,0.48977083333333327,0.03958333333333333,0.0,0.0
9.0/54,7.5/56,6.0/65,3.0/233,5.0/72,4.0/218,10.0/45,7.5/56,2.0/313,1.0/323,200,5000,1000,rat,-0.69,0.0,0.77,3.088,1,undetectable,0.0,0.0,0.4888854166666667,0.05,0.0,0.0
7.5/53,7.5/53,6.0/57,3.0/195,5.0/66,4.0/177,10.0/45,9.0/50,2.0/292,1.0/296,200,5000,1000,rat,-0.69,0.0,0.77,2.912,1,detectable,0.0,0.0,0.4907291666666667,0.07083333333333333,0.0,0.0
8.5/51,8.5/51,7.0/55,3.0/177,5.0/61,4.0/163,10.0/44,6.0/58,2.0/261,1.0/267,200,5000,1000,rat,-0.69,0.0,0.77,2.912,1,detectable,0.0,0.0,0.48757291666666663,0.052083333333333336,0.0,0.0
7.0/53,9.0/51,8.0/52,3.0/178,5.0/57,4.0/175,10.0/46,6.0/54,2.0/263,1.0/270,200,5000,1000,rat,-0.69,0.0,0.77,2.912,1,undetectable,0.0,0.0,0.4902708333333333,0.052083333333333336,0.0,0.0
8.0/51,9.0/48,7.0/52,3.0/152,5.0/58,4.0/142,10.0/41,6.0/53,2.0/237,1.0/242,200,5000,1000,rat,-0.69,0.0,0.77,2.724,1,detectable,0.0,0.0,0.49204166666666665,0.071875,0.0,0.0
7.5/54,9.0/52,7.5/54,3.0/165,5.0/59,4.0/159,10.0/48,6.0/55,2.0/232,1.0/238,200,5000,1000,rat,-0.69,0.0,0.77,2.724,1,detectable,0.0,0.0,0.49201041666666673,0.065625,0.0,0.0
8.0/50,6.5/52,6.5/52,3.0/137,5.0/55,4.0/127,10.0/45,9.0/48,2.0/200,1.0/204,200,5000,1000,rat,-0.69,0.0,0.77,2.724,1,undetectable,0.0,0.0,0.49277083333333327,0.075,0.0,0.0
8.0/51,9.0/50,6.5/52,3.0/102,5.0/53,4.0/97,10.0/41,6.5/52,2.0/157,1.0/164,200,5000,1000,rat,-0.69,0.0,0.77,2.522,1,detectable,0.0,0.0,0.49538541666666663,0.08541666666666667,0.0,0.0
7.0/51,6.0/52,9.0/45,3.0/101,5.0/55,4.0/95,10.0/43,8.0/50,2.0/154,1.0/157,200,5000,1000,rat,-0.69,0.0,0.77,2.522,1,detectable,0.0,0.0,0.49594791666666665,0.08125,0.0,0.0
8.0/46,7.0/50,9.0/44,3.0/118,5.0/53,4.0/114,10.0/43,6.0/51,2.0/178,1.0/185,200,5000,1000,rat,-0.69,0.0,0.77,2.522,1,undetectable,0.0,0.0,0.49552083333333335,0.08020833333333334,0.0,0.0
7.0/48,8.0/46,9.0/44,4.0/81,6.0/50,3.0/84,10.0/41,5.0/52,2.0/137,1.0/142,200,5000,1000,rat,-0.69,0.0,0.77,2.302,1,detectable,0.0,0.0,0.4975833333333333,0.09895833333333333,0.0,0.0
7.0/50,9.0/44,8.0/47,4.0/81,5.0/54,3.0/83,10.0/39,6.0/53,2.0/133,1.0/139,200,5000,1000,rat,-0.69,0.0,0.77,2.302,1,undetectable,0.0,0.0,0.4973958333333333,0.09791666666666667,0.0,0.0
7.0/47,8.0/46,9.0/45,4.0/73,5.0/53,3.0/78,10.0/40,6.0/51,2.0/116,1.0/131,200,5000,1000,rat,-0.69,0.0,0.77,2.302,1,undetectable,0.0,0.0,0.49970833333333337,0.10104166666666667,0.0,0.0
7.5/47,6.0/48,10.0/41,4.0/65,5.0/52,3.0/68,9.0/43,7.5/47,2.0/94,1.0/98,200,5000,1000,rat,-0.69,0.0,0.77,2.059,1,undetectable,0.0,0.0,0.5013958333333334,0.1125,0.0,0.0
8.0/45,7.0/48,9.0/40,4.0/58,6.0/51,3.0/64,10.0/39,5.0/53,2.0/92,1.0/94,200,5000,1000,rat,-0.69,0.0,0.77,2.059,1,undetectable,0.0,0.0,0.50090625,0.1125,0.0,0.0
7.5/47,6.0/48,9.0/42,3.5/57,5.0/53,3.5/57,10.0/41,7.5/47,2.0/89,1.0/97,200,5000,1000,rat,-0.69,0.0,0.77,2.059,1,undetectable,0.0,0.0,0.49899999999999994,0.11354166666666667,0.0,0.0
6.5/46,8.0/43,10.0/38,3.5/60,6.5/46,3.5/60,9.0/40,5.0/47,2.0/80,1.0/85,200,5000,1000,rat,-0.69,0.0,0.77,1.783,1,undetectable,0.0,0.0,0.5071041666666667,0.11979166666666667,0.0,0.0
8.0/45,6.0/47,9.0/43,5.0/48,3.0/51,4.0/50,10.0/41,7.0/46,2.0/79,1.0/83,200,5000,1000,rat,-0.69,0.0,0.77,1.783,1,undetectable,0.0,0.0,0.5093645833333333,0.115625,0.0,0.0
8.0/44,7.0/46,10.0/41,4.0/58,5.5/48,3.0/61,9.0/42,5.5/48,2.0/85,1.0/89,200,5000,1000,rat,-0.69,0.0,0.77,1.783,1,undetectable,0.0,0.0,0.50675,0.11666666666666667,0.0,0.0
10.0/39,7.0/42,7.0/42,7.0/42,4.5/46,4.5/46,9.0/41,3.0/48,2.0/62,1.0/66,200,5000,1000,rat,-0.69,0.0,0.77,1.456,1,undetectable,0.0,0.0,0.5109375,0.13541666666666666,0.0,0.0
10.0/39,4.5/46,8.5/42,8.5/42,4.5/46,3.0/48,7.0/43,6.0/44,2.0/63,1.0/68,200,5000,1000,rat,-0.69,0.0,0.77,1.456,1,undetectable,0.0,0.0,0.5118020833333333,0.13541666666666666,0.0,0.0
9.0/41,6.5/43,5.0/44,10.0/40,3.0/50,6.5/43,8.0/42,4.0/46,2.0/56,1.0/63,200,5000,1000,rat,-0.69,0.0,0.77,1.456,1,undetectable,0.0,0.0,0.5143229166666666,0.13020833333333334,0.0,0.0
9.5/36,4.5/42,7.0/41,9.5/36,3.0/46,7.0/41,7.0/41,4.5/42,2.0/51,1.0/55,200,5000,1000,rat,-0.69,0.0,0.77,1.029,1,undetectable,0.0,0.0,0.5215520833333334,0.14583333333333334,0.0,0.0
9.0/39,6.5/42,9.0/39,9.0/39,3.0/46,6.5/42,5.0/43,4.0/44,2.0/53,1.0/57,200,5000,1000,rat,-0.69,0.0,0.77,1.029,1,undetectable,0.0,0.0,0.5192708333333333,0.13541666666666666,0.0,0.0
9.5/35,7.0/41,4.5/43,9.5/35,3.0/47,8.0/40,6.0/42,4.5/43,2.0/50,1.0/54,200,5000,1000,rat,-0.69,0.0,0.77,1.029,1,undetectable,0.0,0.0,0.5198333333333334,0.13854166666666667,0.0,0.0
