ghc,hc,bj,gbj,gnull,ggnull,cpma,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,asymp,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
7.0/987,8.0/982,4.5/997,1.5/1000,3.0/998,1.5/1000,10.0/765,9.0/920,4.5/997,6.0/994,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,14,identifiable,0.0,0.0,0.169734375,0.0,0.0,0.0
7.0/978,8.0/967,5.0/983,1.5/997,4.0/986,1.5/997,10.0/645,9.0/839,3.0/990,6.0/979,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,14,identifiable,0.0,0.0,0.16709374999999999,0.0,0.0,0.0
3.0/955,8.0/930,6.0/941,2.0/977,5.0/945,1.0/978,10.0/487,9.0/716,4.0/953,7.0/938,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,14,identifiable,0.0,0.0,0.17041666666666666,0.0,0.0,0.0
4.0/913,7.0/862,8.0/859,1.5/941,6.0/868,1.5/941,10.0/397,9.0/583,3.0/922,5.0/905,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,14,identifiable,0.0,0.0,0.17241145833333332,0.0,0.0,0.0
5.0/794,6.0/735,8.0/703,2.0/854,7.0/710,1.0/860,10.0/302,9.0/433,3.0/828,4.0/801,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,14,identifiable,0.0,0.0,0.17939583333333334,0.0,0.0,0.0
4.0/660,6.0/568,8.0/531,2.0/729,7.0/539,1.0/732,10.0/225,9.0/308,3.0/677,5.0/647,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,14,detectable,0.0,0.0,0.192265625,0.0,0.0,0.0
5.0/468,6.0/391,8.0/340,1.0/551,7.0/355,2.0/550,10.0/173,9.0/213,3.0/514,4.0/487,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,14,detectable,0.0,0.0,0.224765625,0.0,0.0,0.0
5.0/300,6.0/243,8.0/178,3.0/323,7.0/195,2.0/328,10.0/132,9.0/150,1.0/331,4.0/322,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,14,detectable,0.0,0.0,0.26230729166666666,0.0,0.0,0.0
1.5/172,6.0/141,9.0/114,5.0/162,7.0/125,1.5/172,10.0/103,8.0/120,3.0/169,4.0/168,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,14,detectable,0.0,0.0,0.32714583333333336,0.00625,0.0,0.0
4.5/81,2.0/84,8.0/76,7.0/78,4.5/81,1.0/85,6.0/79,3.0/83,10.0/70,9.0/71,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,14,detectable,0.0,0.0,0.4216197916666667,0.013541666666666667,0.0,0.0
7.0/914,8.0/865,6.0/960,1.5/988,5.0/965,1.5/988,10.0/383,9.0/615,3.0/985,4.0/977,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,10,identifiable,0.0,0.0,0.24079166666666668,0.0,0.0,0.0
7.0/851,8.0/797,6.0/911,1.0/979,5.0/913,2.0/978,10.0/303,9.0/482,3.0/971,4.0/959,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,10,identifiable,0.0,0.0,0.24612500000000004,0.0,0.0,0.0
6.0/818,8.0/736,7.0/816,1.0/939,5.0/821,2.0/938,10.0/272,9.0/392,3.0/923,4.0/911,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,10,identifiable,0.0,0.0,0.25263541666666667,0.0,0.0,0.0
5.0/711,8.0/621,7.0/673,1.0/872,6.0/685,2.0/869,10.0/209,9.0/300,3.0/857,4.0/836,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,10,identifiable,0.0,0.0,0.25540624999999995,0.0,0.0,0.0
5.0/578,8.0/476,7.0/511,1.5/746,6.0/529,1.5/746,10.0/176,9.0/247,3.0/721,4.0/705,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,10,detectable,0.0,0.0,0.266234375,0.0,0.0,0.0
5.0/438,6.0/347,8.0/331,2.5/595,7.0/336,2.5/595,10.0/153,9.0/188,1.0/608,4.0/584,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,10,detectable,0.0,0.0,0.2765625,0.0010416666666666667,0.0,0.0
5.0/295,6.0/229,8.0/200,3.0/389,7.0/209,4.0/388,10.0/126,9.0/145,1.0/429,2.0/415,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,10,detectable,0.0,0.0,0.30185416666666665,0.0,0.0,0.0
5.0/176,6.0/136,8.0/127,3.0/232,7.0/128,4.0/221,10.0/101,9.0/113,1.0/273,2.0/260,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,10,detectable,0.0,0.0,0.34194270833333335,0.0010416666666666667,0.0,0.0
5.0/112,6.5/95,9.5/88,4.0/128,6.5/95,3.0/136,9.5/88,8.0/91,1.0/143,2.0/141,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,10,detectable,0.0,0.0,0.3930729166666666,0.009375,0.0,0.0
8.0/70,8.0/70,10.0/69,2.0/79,5.0/76,1.0/83,8.0/70,6.0/73,3.5/78,3.5/78,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,10,undetectable,0.0,0.0,0.459359375,0.01875,0.0,0.0
7.0/692,8.0/579,6.0/803,1.0/956,5.0/804,2.0/954,10.0/201,9.0/311,3.0/948,4.0/937,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,7,identifiable,0.0,0.0,0.32106770833333337,0.0,0.0,0.0
7.0/642,8.0/531,5.5/706,2.0/908,5.5/706,3.0/902,10.0/184,9.0/255,1.0/909,4.0/894,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,7,identifiable,0.0,0.0,0.31984375000000004,0.0,0.0,0.0
7.0/528,8.0/407,5.0/590,3.0/838,6.0/587,4.0/829,10.0/163,9.0/214,1.0/865,2.0/852,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,7,identifiable,0.0,0.0,0.32827083333333335,0.0,0.0,0.0
5.0/460,8.0/361,6.5/446,2.0/712,6.5/446,4.0/704,10.0/142,9.0/192,1.0/731,3.0/711,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,7,identifiable,0.0,0.0,0.33142187500000003,0.0,0.0,0.0
5.0/339,8.0/269,6.0/326,3.0/592,7.0/318,4.0/584,10.0/126,9.0/158,1.0/626,2.0/609,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,7,detectable,0.0,0.0,0.3445989583333333,0.0010416666666666667,0.0,0.0
5.0/261,8.0/203,7.0/204,3.0/439,6.0/205,4.0/423,10.0/112,9.0/132,1.0/478,2.0/455,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,7,detectable,0.0,0.0,0.3558697916666667,0.0010416666666666667,0.0,0.0
5.0/182,6.0/142,8.0/132,3.0/288,7.0/134,4.0/281,10.0/97,9.0/109,1.0/354,2.0/346,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,7,detectable,0.0,0.0,0.3724427083333333,0.003125,0.0,0.0
5.0/132,6.0/109,9.0/93,4.0/162,7.0/102,3.0/169,10.0/85,8.0/94,1.0/203,2.0/198,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,7,detectable,0.0,0.0,0.4009270833333333,0.003125,0.0,0.0
5.0/92,6.0/84,10.0/71,4.0/96,8.0/78,3.0/101,9.0/75,7.0/83,1.0/106,2.0/105,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,7,detectable,0.0,0.0,0.44235416666666666,0.017708333333333333,0.0,0.0
1.5/68,4.0/64,10.0/57,7.0/60,3.0/66,1.5/68,5.5/62,5.5/62,8.5/59,8.5/59,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,7,undetectable,0.0,0.0,0.4863072916666667,0.029166666666666667,0.0,0.0
7.0/421,8.0/302,5.0/620,3.0/851,6.0/611,4.0/844,10.0/136,9.0/189,1.0/886,2.0/877,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,5,identifiable,0.0,0.0,0.3742395833333333,0.0,0.0,0.0
7.0/361,8.0/272,5.0/492,3.0/786,6.0/491,4.0/776,10.0/125,9.0/152,1.0/825,2.0/817,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,5,identifiable,0.0,0.0,0.3787760416666667,0.0,0.0,0.0
7.0/312,8.0/223,5.0/398,3.0/685,6.0/390,4.0/669,10.0/119,9.0/152,1.0/726,2.0/709,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,5,identifiable,0.0,0.0,0.3809375,0.0,0.0,0.0
7.0/264,8.0/205,5.0/285,3.0/583,6.0/280,4.0/564,10.0/108,9.0/130,1.0/645,2.0/633,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,5,detectable,0.0,0.0,0.3875416666666667,0.0010416666666666667,0.0,0.0
5.0/198,8.0/146,6.0/193,3.0/413,7.0/189,4.0/398,10.0/95,9.0/114,1.0/504,2.0/495,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,5,detectable,0.0,0.0,0.3980677083333333,0.003125,0.0,0.0
5.0/162,8.0/126,7.0/143,3.0/313,6.0/147,4.0/296,10.0/89,9.0/101,1.0/389,2.0/382,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,5,detectable,0.0,0.0,0.408703125,0.0010416666666666667,0.0,0.0
5.0/116,7.0/106,8.0/103,3.0/209,6.0/109,4.0/191,10.0/78,9.0/94,1.0/255,2.0/253,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,5,detectable,0.0,0.0,0.42435416666666664,0.008333333333333333,0.0,0.0
5.5/89,5.5/89,9.0/73,4.0/118,8.0/82,3.0/122,10.0/71,7.0/83,1.0/157,2.0/156,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,5,detectable,0.0,0.0,0.4401979166666667,0.015625,0.0,0.0
3.0/82,6.5/70,10.0/60,5.0/75,8.0/66,4.0/81,9.0/61,6.5/70,1.0/90,2.0/89,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,5,undetectable,0.0,0.0,0.46734375,0.023958333333333335,0.0,0.0
1.0/61,5.5/59,9.0/56,10.0/53,8.0/57,5.5/59,2.5/60,2.5/60,5.5/59,5.5/59,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,5,undetectable,0.0,0.0,0.5002864583333333,0.036458333333333336,0.0,0.0
7.0/191,8.0/132,5.0/361,3.0/675,6.0/332,4.0/648,10.0/97,9.0/118,1.0/735,2.0/721,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,3,identifiable,0.0,0.0,0.43878125,0.0010416666666666667,0.0,0.0
7.0/164,8.0/119,5.0/283,3.0/583,6.0/271,4.0/559,10.0/89,9.0/105,1.0/671,2.0/662,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,3,identifiable,0.0,0.0,0.44275520833333337,0.0,0.0,0.0
7.0/140,8.5/102,5.0/198,3.0/473,6.0/191,4.0/445,10.0/84,8.5/102,1.0/550,2.0/544,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,3,identifiable,0.0,0.0,0.444640625,0.004166666666666667,0.0,0.0
7.0/126,8.0/96,6.0/138,3.0/364,5.0/139,4.0/347,10.0/75,9.0/88,1.0/472,2.0/460,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,3,detectable,0.0,0.0,0.448578125,0.005208333333333333,0.0,0.0
5.0/117,8.0/102,7.0/109,3.0/280,6.0/110,4.0/267,10.0/76,9.0/81,1.0/372,2.0/360,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,3,detectable,0.0,0.0,0.45318749999999997,0.007291666666666667,0.0,0.0
5.0/103,8.0/82,7.0/85,3.0/188,6.0/90,4.0/178,10.0/66,9.0/77,1.0/271,2.0/262,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,3,detectable,0.0,0.0,0.46122916666666663,0.009375,0.0,0.0
5.0/86,7.0/80,8.5/79,3.0/145,6.0/81,4.0/142,10.0/71,8.5/79,1.0/180,2.0/178,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,3,detectable,0.0,0.0,0.4655833333333333,0.0125,0.0,0.0
5.0/78,6.0/73,10.0/61,4.0/93,7.0/71,3.0/95,8.5/67,8.5/67,1.5/119,1.5/119,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,3,detectable,0.0,0.0,0.47974479166666667,0.022916666666666665,0.0,0.0
5.0/69,6.0/68,10.0/60,4.0/72,7.0/65,1.5/77,9.0/62,8.0/64,3.0/76,1.5/77,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,3,undetectable,0.0,0.0,0.498828125,0.0375,0.0,0.0
6.5/56,4.5/57,4.5/57,3.0/58,2.0/59,1.0/61,8.0/55,6.5/56,9.5/50,9.5/50,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,3,undetectable,0.0,0.0,0.518296875,0.05,0.0,0.0
7.0/118,8.5/89,5.0/213,3.0/489,6.0/193,4.0/471,10.0/73,8.5/89,1.0/595,2.0/588,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,2,identifiable,0.0,0.0,0.4726145833333334,0.0010416666666666667,0.0,0.0
7.0/114,8.5/90,5.0/157,3.0/403,6.0/150,4.0/373,10.0/79,8.5/90,1.0/517,2.0/514,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,2,identifiable,0.0,0.0,0.473890625,0.00625,0.0,0.0
7.0/102,8.0/83,6.0/127,3.0/323,5.0/129,4.0/304,10.0/75,9.0/82,2.0/457,1.0/459,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,2,detectable,0.0,0.0,0.4756197916666666,0.005208333333333333,0.0,0.0
7.0/94,8.0/80,6.0/101,3.0/251,5.0/103,4.0/227,10.0/69,9.0/77,1.0/343,2.0/341,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,2,detectable,0.0,0.0,0.481140625,0.007291666666666667,0.0,0.0
7.0/86,8.5/73,5.5/92,3.0/213,5.5/92,4.0/202,10.0/65,8.5/73,1.0/287,2.0/285,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,2,detectable,0.0,0.0,0.48422395833333337,0.016666666666666666,0.0,0.0
6.0/72,5.0/75,7.5/71,3.0/135,7.5/71,4.0/132,10.0/62,9.0/70,1.5/189,1.5/189,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,2,detectable,0.0,0.0,0.4897447916666667,0.017708333333333333,0.0,0.0
5.0/73,6.0/70,10.0/61,3.5/107,8.0/64,3.5/107,9.0/62,7.0/66,1.5/128,1.5/128,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,2,detectable,0.0,0.0,0.49533854166666663,0.027083333333333334,0.0,0.0
5.0/68,8.0/63,10.0/62,4.0/72,8.0/63,3.0/80,8.0/63,6.0/64,2.0/86,1.0/88,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,2,undetectable,0.0,0.0,0.49888541666666664,0.036458333333333336,0.0,0.0
4.5/61,9.0/59,9.0/59,1.0/68,6.5/60,2.0/67,3.0/62,9.0/59,4.5/61,6.5/60,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,2,undetectable,0.0,0.0,0.5130312499999999,0.041666666666666664,0.0,0.0
5.0/58,2.0/60,4.0/59,8.0/53,6.0/57,7.0/56,2.0/60,2.0/60,10.0/48,9.0/51,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,2,undetectable,0.0,0.0,0.5278281249999999,0.04583333333333333,0.0,0.0
7.0/71,9.0/64,5.0/105,3.0/266,6.0/96,4.0/239,10.0/63,8.0/68,2.0/389,1.0/391,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,1,identifiable,0.0,0.0,0.507046875,0.011458333333333333,0.0,0.0
8.0/70,10.0/65,5.0/114,3.0/302,6.0/110,4.0/275,9.0/66,7.0/71,1.0/392,2.0/391,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,1,identifiable,0.0,0.0,0.5085520833333333,0.011458333333333333,0.0,0.0
7.0/70,8.5/67,5.0/102,3.0/277,6.0/95,4.0/261,10.0/61,8.5/67,1.0/375,2.0/372,400,5000,1000,norm_sig,0.01,0.06,0.61,3.462,1,undetectable,0.0,0.0,0.5078333333333334,0.010416666666666666,0.0,0.0
8.5/65,8.5/65,5.0/91,3.0/220,6.0/88,4.0/205,10.0/63,7.0/69,2.0/317,1.0/318,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,1,identifiable,0.0,0.0,0.5096927083333334,0.01875,0.0,0.0
7.5/70,9.0/66,5.0/101,3.0/242,6.0/89,4.0/225,10.0/63,7.5/70,2.0/325,1.0/330,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,1,detectable,0.0,0.0,0.50846875,0.015625,0.0,0.0
7.5/68,7.5/68,5.0/94,3.0/226,6.0/90,4.0/206,10.0/65,9.0/67,1.5/310,1.5/310,400,5000,1000,norm_sig,0.01,0.06,0.61,3.284,1,undetectable,0.0,0.0,0.508859375,0.015625,0.0,0.0
7.0/66,8.0/65,5.0/72,3.0/167,6.0/71,4.0/156,10.0/61,9.0/62,2.0/237,1.0/241,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,1,detectable,0.0,0.0,0.5104635416666666,0.016666666666666666,0.0,0.0
7.0/69,8.0/66,5.0/79,3.0/172,6.0/72,4.0/160,10.0/63,9.0/64,2.0/242,1.0/246,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,1,detectable,0.0,0.0,0.5088645833333333,0.028125,0.0,0.0
7.0/67,10.0/61,5.0/82,3.0/184,6.0/78,4.0/171,9.0/62,8.0/65,1.0/248,2.0/246,400,5000,1000,norm_sig,0.01,0.06,0.61,3.096,1,undetectable,0.0,0.0,0.5108906249999999,0.016666666666666666,0.0,0.0
6.5/69,9.0/64,5.0/72,3.0/140,6.5/69,4.0/127,10.0/61,8.0/65,2.0/189,1.0/190,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,1,detectable,0.0,0.0,0.5116927083333334,0.022916666666666665,0.0,0.0
7.5/66,10.0/61,5.0/77,3.0/161,6.0/70,4.0/142,9.0/63,7.5/66,2.0/212,1.0/215,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,1,detectable,0.0,0.0,0.5128541666666666,0.025,0.0,0.0
6.5/68,8.0/65,6.5/68,3.0/153,5.0/69,4.0/144,9.5/64,9.5/64,2.0/197,1.0/198,400,5000,1000,norm_sig,0.01,0.06,0.61,2.896,1,undetectable,0.0,0.0,0.509875,0.020833333333333332,0.0,0.0
8.5/61,7.0/62,5.0/70,3.0/116,6.0/65,4.0/113,10.0/59,8.5/61,1.5/156,1.5/156,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,1,detectable,0.0,0.0,0.5150416666666667,0.025,0.0,0.0
6.0/69,10.0/61,7.0/68,3.0/116,5.0/70,4.0/109,8.5/64,8.5/64,2.0/165,1.0/166,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,1,detectable,0.0,0.0,0.5131041666666667,0.026041666666666668,0.0,0.0
6.5/64,9.5/62,6.5/64,3.0/111,5.0/67,4.0/107,9.5/62,8.0/63,2.0/165,1.0/166,400,5000,1000,norm_sig,0.01,0.06,0.61,2.681,1,undetectable,0.0,0.0,0.5139114583333334,0.028125,0.0,0.0
7.5/62,10.0/60,6.0/65,3.0/110,5.0/67,4.0/108,9.0/61,7.5/62,2.0/134,1.0/135,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,1,detectable,0.0,0.0,0.5156614583333333,0.03333333333333333,0.0,0.0
5.0/63,8.5/60,6.0/62,3.0/90,8.5/60,4.0/88,7.0/61,10.0/58,1.5/110,1.5/110,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,1,undetectable,0.0,0.0,0.5168177083333333,0.027083333333333334,0.0,0.0
7.0/63,9.0/61,5.0/66,3.5/94,6.0/64,3.5/94,10.0/60,8.0/62,2.0/122,1.0/123,400,5000,1000,norm_sig,0.01,0.06,0.61,2.448,1,undetectable,0.0,0.0,0.5141510416666667,0.03125,0.0,0.0
5.5/61,8.0/60,8.0/60,3.0/84,10.0/59,4.0/79,5.5/61,8.0/60,1.0/101,2.0/100,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,1,undetectable,0.0,0.0,0.5180260416666667,0.035416666666666666,0.0,0.0
8.5/60,10.0/59,6.0/63,4.0/75,7.0/61,3.0/76,5.0/64,8.5/60,1.5/87,1.5/87,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,1,undetectable,0.0,0.0,0.5198802083333334,0.034375,0.0,0.0
5.0/63,7.0/61,9.0/60,3.5/79,10.0/59,3.5/79,7.0/61,7.0/61,1.0/85,2.0/84,400,5000,1000,norm_sig,0.01,0.06,0.61,2.189,1,undetectable,0.0,0.0,0.5172343749999999,0.035416666666666666,0.0,0.0
10.0/56,8.0/58,6.0/60,4.0/62,8.0/58,1.0/67,5.0/61,8.0/58,2.5/65,2.5/65,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,1,undetectable,0.0,0.0,0.5237708333333334,0.042708333333333334,0.0,0.0
8.0/59,9.0/58,5.5/62,3.5/64,5.5/62,3.5/64,7.0/61,10.0/56,2.0/69,1.0/70,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,1,undetectable,0.0,0.0,0.5228541666666666,0.042708333333333334,0.0,0.0
8.0/58,8.0/58,10.0/57,5.5/60,8.0/58,4.0/62,3.0/63,5.5/60,2.0/65,1.0/66,400,5000,1000,norm_sig,0.01,0.06,0.61,1.896,1,undetectable,0.0,0.0,0.5234010416666667,0.034375,0.0,0.0
6.0/56,6.0/56,6.0/56,10.0/53,3.5/57,3.5/57,1.0/59,2.0/58,8.5/54,8.5/54,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,1,undetectable,0.0,0.0,0.5264166666666666,0.04895833333333333,0.0,0.0
10.0/55,8.0/56,8.0/56,8.0/56,5.5/57,1.5/61,3.0/60,1.5/61,5.5/57,4.0/58,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,1,undetectable,0.0,0.0,0.5279114583333333,0.04479166666666667,0.0,0.0
5.0/55,3.5/57,1.0/60,8.0/51,3.5/57,6.0/54,2.0/58,7.0/53,10.0/48,9.0/50,400,5000,1000,norm_sig,0.01,0.06,0.61,1.548,1,undetectable,0.0,0.0,0.5277760416666666,0.04895833333333333,0.0,0.0
7.0/52,4.0/55,2.5/57,8.0/50,2.5/57,5.5/54,1.0/61,5.5/54,10.0/42,9.0/43,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,1,undetectable,0.0,0.0,0.5346614583333333,0.053125,0.0,0.0
5.5/54,5.5/54,1.5/60,8.0/51,3.0/55,5.5/54,1.5/60,5.5/54,10.0/44,9.0/45,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,1,undetectable,0.0,0.0,0.5344010416666667,0.05416666666666667,0.0,0.0
6.5/55,2.5/58,2.5/58,8.0/51,4.5/57,6.5/55,1.0/62,4.5/57,10.0/42,9.0/43,400,5000,1000,norm_sig,0.01,0.06,0.61,1.095,1,undetectable,0.0,0.0,0.5346927083333334,0.051041666666666666,0.0,0.0
5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,20,identifiable,0.0,0.0,0.0553125,0.0,0.0,0.0
4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,10.0/996,4.5/1000,4.5/1000,9.0/997,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,20,identifiable,0.0,0.0,0.05840625000000001,0.0,0.0,0.0
6.5/998,6.5/998,3.0/1000,3.0/1000,3.0/1000,3.0/1000,8.5/996,3.0/1000,8.5/996,10.0/993,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,20,identifiable,0.0,0.0,0.05714062500000001,0.0,0.0,0.0
6.5/998,6.5/998,3.0/1000,3.0/1000,3.0/1000,3.0/1000,8.5/984,3.0/1000,8.5/984,10.0/972,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,20,identifiable,0.0,0.0,0.06155208333333333,0.0,0.0,0.0
6.0/987,7.0/986,4.5/991,2.0/994,2.0/994,2.0/994,8.0/948,4.5/991,9.0/928,10.0/906,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,20,identifiable,0.0,0.0,0.06106770833333333,0.0,0.0,0.0
4.0/966,5.5/963,7.0/962,1.0/973,3.0/970,2.0/972,8.0/862,5.5/963,9.0/820,10.0/792,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,20,identifiable,0.0,0.0,0.07352604166666668,0.0,0.0,0.0
4.0/883,5.0/879,7.0/863,1.0/898,3.0/895,2.0/897,8.0/715,6.0/867,9.0/688,10.0/656,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,20,detectable,0.0,0.0,0.08806249999999999,0.0,0.0,0.0
5.0/666,5.0/666,7.0/611,2.0/679,5.0/666,1.0/681,9.0/453,3.0/678,8.0/455,10.0/430,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,20,detectable,0.0,0.0,0.11200000000000002,0.0,0.0,0.0
4.5/400,6.0/394,7.0/344,2.5/407,4.5/400,2.5/407,8.0/261,1.0/436,9.0/238,10.0/230,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,20,detectable,0.0,0.0,0.17242708333333331,0.0,0.0,0.0
3.0/160,2.0/164,7.0/119,5.0/155,4.0/157,6.0/153,8.0/109,1.0/184,9.0/108,10.0/107,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,20,detectable,0.0,0.0,0.2928854166666666,0.00625,0.0,0.0
6.0/997,6.0/997,2.5/998,2.5/998,2.5/998,2.5/998,10.0/977,6.0/997,8.0/994,9.0/992,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,14,identifiable,0.0,0.0,0.11567708333333335,0.0,0.0,0.0
8.5/993,8.5/993,2.5/1000,2.5/1000,2.5/1000,2.5/1000,10.0/960,6.5/994,5.0/998,6.5/994,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,14,identifiable,0.0,0.0,0.11618229166666666,0.0,0.0,0.0
6.0/989,5.0/990,4.0/993,2.0/997,2.0/997,2.0/997,10.0/923,7.0/984,8.0/983,9.0/973,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,14,identifiable,0.0,0.0,0.11547395833333332,0.0,0.0,0.0
5.0/960,6.0/958,4.0/977,1.0/990,3.0/982,2.0/984,10.0/847,8.0/948,7.0/950,9.0/925,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,14,identifiable,0.0,0.0,0.12055729166666666,0.0,0.0,0.0
5.0/931,6.0/926,4.0/954,2.5/964,2.5/964,1.0/966,10.0/716,7.0/907,8.0/880,9.0/850,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,14,identifiable,0.0,0.0,0.12721354166666668,0.0,0.0,0.0
5.0/819,6.0/814,4.0/826,1.0/879,3.0/859,2.0/869,10.0/573,7.0/794,8.0/721,9.0/697,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,14,detectable,0.0,0.0,0.14100520833333335,0.0,0.0,0.0
4.0/660,5.0/652,6.0/631,1.0/695,3.0/664,2.0/682,10.0/394,7.0/622,8.0/543,9.0/528,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,14,detectable,0.0,0.0,0.15167708333333335,0.0,0.0,0.0
5.0/427,6.0/423,7.0/390,1.0/461,3.0/435,2.0/450,10.0/254,4.0/431,8.0/345,9.0/329,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,14,detectable,0.0,0.0,0.19469270833333333,0.0010416666666666667,0.0,0.0
