,stat,type,value,H0,H1,N,mu,eps,rho1,rho2,rho3,r,theta
0,ghc,recall,0.7916666666666667,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,hc,recall,0.7916666666666667,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,hcs,recall,0.87,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,bj,recall,0.6566666666666666,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,rbj,recall,0.8533333333333333,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,gbj,recall,0.5,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,gnull,recall,0.18,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,ggnull,recall,0.2083333333333333,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,fdr,recall,0.21,500,200,1000,3.171,3,0.0,0,0.0,0.728,0.825
0,ghc,power,0.065,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,hc,power,0.065,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,hcs,power,0.055,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,bj,power,0.085,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,rbj,power,0.04,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,gbj,power,0.2,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,gnull,power,0.085,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,ggnull,power,0.085,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,cpma,power,0.045,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,score,power,0.055,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,alr,power,0.025,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,fdr,power,0.14,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,ghc,precision,0.0409782096372439,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,hc,precision,0.0409782096372439,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,hcs,precision,0.028717992920655085,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,bj,precision,0.11055288335230991,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,rbj,precision,0.035145342650482934,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,gbj,precision,0.17751234489357137,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,gnull,precision,0.03193967162223741,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,ggnull,precision,0.03353915318206817,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,fdr,precision,0.08166666666666667,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,ghc,recall,0.755,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,hc,recall,0.755,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,hcs,recall,0.8,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,bj,recall,0.73,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,rbj,recall,0.775,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,gbj,recall,0.51,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,gnull,recall,0.055,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,ggnull,recall,0.06,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,fdr,recall,0.085,500,200,1000,2.767,1,0.0,0,0.0,0.554,0.9
0,ghc,power,0.065,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,hc,power,0.065,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,hcs,power,0.055,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,bj,power,0.095,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,rbj,power,0.04,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,gbj,power,0.225,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,gnull,power,0.09,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,ggnull,power,0.09,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,cpma,power,0.045,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,score,power,0.065,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,alr,power,0.025,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,fdr,power,0.185,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,ghc,precision,0.0451578778467841,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,hc,precision,0.0451578778467841,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,hcs,precision,0.02971684134263243,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,bj,precision,0.1475209172850357,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,rbj,precision,0.039778454723782636,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,gbj,precision,0.2241112255903529,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,gnull,precision,0.034439671622237406,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,ggnull,precision,0.036039153182068163,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,fdr,precision,0.12916666666666665,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,ghc,recall,0.77,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,hc,recall,0.77,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,hcs,recall,0.82,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,bj,recall,0.76,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,rbj,recall,0.815,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,gbj,recall,0.555,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,gnull,recall,0.06,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,ggnull,recall,0.065,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,fdr,recall,0.14,500,200,1000,2.924,1,0.0,0,0.0,0.619,0.9
0,ghc,power,0.07,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,hc,power,0.07,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,hcs,power,0.055,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,bj,power,0.11,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,rbj,power,0.045,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,gbj,power,0.26,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,gnull,power,0.105,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,ggnull,power,0.105,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,cpma,power,0.045,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,score,power,0.07,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,alr,power,0.025,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,fdr,power,0.195,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,ghc,precision,0.05519263429597423,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,hc,precision,0.05519263429597423,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,hcs,precision,0.03776085261435402,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,bj,precision,0.1780439052468824,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,rbj,precision,0.0629817924136208,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,gbj,precision,0.26221973771253987,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,gnull,precision,0.04959592162223741,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,ggnull,precision,0.0486742883172033,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,fdr,precision,0.14166666666666666,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,ghc,recall,0.835,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,hc,recall,0.835,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,hcs,recall,0.875,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,bj,recall,0.81,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,rbj,recall,0.85,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,gbj,recall,0.63,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,gnull,recall,0.085,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,ggnull,recall,0.085,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,fdr,recall,0.155,500,200,1000,3.074,1,0.0,0,0.0,0.684,0.9
0,ghc,power,0.065,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,hc,power,0.065,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,hcs,power,0.055,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,bj,power,0.135,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,rbj,power,0.045,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,gbj,power,0.285,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,gnull,power,0.12,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,ggnull,power,0.12,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,cpma,power,0.045,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,score,power,0.07,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,alr,power,0.025,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,fdr,power,0.22,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,ghc,precision,0.06033210182899605,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,hc,precision,0.06033210182899605,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,hcs,precision,0.04079983296830507,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,bj,precision,0.2108096336500721,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,rbj,precision,0.07277614989496783,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,gbj,precision,0.28869185878110537,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,gnull,precision,0.06210633828890408,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,ggnull,precision,0.061174288317203306,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,fdr,precision,0.16666666666666663,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,ghc,recall,0.86,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,hc,recall,0.86,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,hcs,recall,0.89,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,bj,recall,0.845,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,rbj,recall,0.895,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,gbj,recall,0.65,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,gnull,recall,0.1,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,ggnull,recall,0.1,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,fdr,recall,0.18,500,200,1000,3.216,1,0.0,0,0.0,0.749,0.9
0,ghc,power,0.065,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,hc,power,0.065,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,hcs,power,0.055,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,bj,power,0.15,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,rbj,power,0.045,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,gbj,power,0.305,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,gnull,power,0.145,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,ggnull,power,0.145,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,cpma,power,0.045,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,score,power,0.075,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,alr,power,0.03,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,fdr,power,0.245,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,ghc,precision,0.06831791132991429,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,hc,precision,0.06831791132991429,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,hcs,precision,0.046912845936817237,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,bj,precision,0.23638600066852689,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,rbj,precision,0.07833410737713357,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,gbj,precision,0.3485760461118663,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,gnull,precision,0.0871333653159311,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,ggnull,precision,0.08786608061201066,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,fdr,precision,0.19333333333333333,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,ghc,recall,0.905,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,hc,recall,0.905,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,hcs,recall,0.925,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,bj,recall,0.895,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,rbj,recall,0.935,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,gbj,recall,0.7,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,gnull,recall,0.13,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,ggnull,recall,0.135,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
0,fdr,recall,0.21,500,200,1000,3.352,1,0.0,0,0.0,0.814,0.9
