ghc,hc,bj,gbj,gnull,ggnull,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
5.5/71,7.0/51,9.0/40,4.0/145,8.0/42,3.0/285,5.5/71,2.0/345,1.0/366,400,5000,500,mouse,-0.96,0.01,0.98,1.896,17,0.0,0.0,0.45666294642857136,0.05357142857142857,0.0,0.0
5.0/64,7.0/51,8.5/40,4.0/84,8.5/40,3.0/180,6.0/53,2.0/218,1.0/238,400,5000,500,mouse,-0.96,0.01,0.98,1.548,17,0.0,0.0,0.4897544642857143,0.14732142857142858,0.0,0.0
4.0/53,6.0/49,9.0/31,7.0/44,8.0/35,3.0/71,5.0/51,2.0/95,1.0/100,400,5000,500,mouse,-0.96,0.01,0.98,1.095,17,0.0,0.0,0.5269196428571429,0.265625,0.0,0.0
5.0/312,7.0/73,9.0/51,4.0/986,8.0/55,2.0/1000,6.0/122,2.0/1000,2.0/1000,400,5000,500,mouse,-0.96,0.01,0.98,3.462,15,0.0,0.0,0.39138392857142856,0.0,0.0,0.0
5.0/258,7.0/69,9.0/49,4.0/904,8.0/53,3.0/982,6.0/111,1.0/995,2.0/991,400,5000,500,mouse,-0.96,0.01,0.98,3.284,15,0.0,0.0,0.3904464285714285,0.0,0.0,0.0
5.0/160,7.0/64,8.5/51,4.0/915,8.5/51,3.0/988,6.0/104,1.0/995,2.0/991,400,5000,500,mouse,-0.96,0.01,0.98,3.096,15,0.0,0.0,0.3939955357142857,0.0,0.0,0.0
5.0/129,7.0/69,9.0/46,4.0/796,8.0/51,3.0/939,6.0/109,1.0/966,2.0/962,400,5000,500,mouse,-0.96,0.01,0.98,2.896,15,0.0,0.0,0.4011383928571428,0.0,0.0,0.0
5.0/89,7.0/60,9.0/46,4.0/642,8.0/49,3.0/872,6.0/87,2.0/901,1.0/908,400,5000,500,mouse,-0.96,0.01,0.98,2.681,15,0.0,0.0,0.409140625,0.0,0.0,0.0
6.0/78,7.0/62,9.0/49,4.0/486,8.0/51,3.0/703,5.0/84,2.0/767,1.0/772,400,5000,500,mouse,-0.96,0.01,0.98,2.448,15,0.0,0.0,0.42448660714285713,0.0,0.0,0.0
6.0/75,7.0/55,9.0/40,4.0/270,8.0/44,3.0/517,5.0/78,2.0/573,1.0/595,400,5000,500,mouse,-0.96,0.01,0.98,2.189,15,0.0,0.0,0.44354910714285717,0.011160714285714286,0.0,0.0
5.0/64,7.0/55,9.0/37,4.0/156,8.0/42,3.0/312,6.0/62,2.0/390,1.0/410,400,5000,500,mouse,-0.96,0.01,0.98,1.896,15,0.0,0.0,0.4685714285714286,0.060267857142857144,0.0,0.0
4.0/58,7.0/49,9.0/31,6.0/53,8.0/33,3.0/127,5.0/55,2.0/171,1.0/185,400,5000,500,mouse,-0.96,0.01,0.98,1.548,15,0.0,0.0,0.4993638392857143,0.21205357142857142,0.0,0.0
4.0/51,6.0/44,9.0/29,7.0/42,8.0/33,3.0/66,5.0/46,1.5/91,1.5/91,400,5000,500,mouse,-0.96,0.01,0.98,1.095,15,0.0,0.0,0.5337500000000001,0.2857142857142857,0.0,0.0
5.0/154,7.0/64,9.0/46,4.0/984,8.0/55,2.0/997,6.0/109,2.0/997,2.0/997,400,5000,500,mouse,-0.96,0.01,0.98,3.462,13,0.0,0.0,0.4147879464285714,0.0,0.0,0.0
5.0/133,7.0/62,8.5/46,4.0/919,8.5/46,2.5/993,6.0/102,1.0/1000,2.5/993,400,5000,500,mouse,-0.96,0.01,0.98,3.284,13,0.0,0.0,0.41206473214285716,0.0,0.0,0.0
5.0/104,7.0/55,9.0/40,4.0/866,8.0/49,3.0/973,6.0/100,1.0/991,2.0/979,400,5000,500,mouse,-0.96,0.01,0.98,3.096,13,0.0,0.0,0.4181808035714286,0.0,0.0,0.0
6.0/84,7.0/58,9.0/42,4.0/716,8.0/46,3.0/915,5.0/93,1.5/955,1.5/955,400,5000,500,mouse,-0.96,0.01,0.98,2.896,13,0.0,0.0,0.42159598214285715,0.0,0.0,0.0
5.0/89,7.0/60,9.0/40,4.0/620,8.0/44,3.0/850,6.0/84,2.0/872,1.0/886,400,5000,500,mouse,-0.96,0.01,0.98,2.681,13,0.0,0.0,0.4290401785714285,0.0,0.0,0.0
6.0/75,7.0/58,9.0/40,4.0/424,8.0/42,3.0/642,5.0/80,2.0/709,1.0/736,400,5000,500,mouse,-0.96,0.01,0.98,2.448,13,0.0,0.0,0.44546874999999997,0.002232142857142857,0.0,0.0
6.0/62,7.0/53,9.0/33,4.0/250,8.0/35,3.0/444,5.0/69,2.0/506,1.0/535,400,5000,500,mouse,-0.96,0.01,0.98,2.189,13,0.0,0.0,0.45931919642857144,0.015625,0.0,0.0
6.0/60,7.0/44,8.5/37,4.0/125,8.5/37,3.0/265,5.0/66,2.0/319,1.0/343,400,5000,500,mouse,-0.96,0.01,0.98,1.896,13,0.0,0.0,0.4800892857142857,0.09375,0.0,0.0
5.0/58,7.0/44,9.0/37,4.0/64,8.0/40,3.0/145,6.0/51,2.0/185,1.0/207,400,5000,500,mouse,-0.96,0.01,0.98,1.548,13,0.0,0.0,0.5098102678571429,0.16517857142857142,0.0,0.0
4.0/53,5.0/44,9.0/33,7.0/37,8.0/35,3.0/73,6.0/42,2.0/87,1.0/93,400,5000,500,mouse,-0.96,0.01,0.98,1.095,13,0.0,0.0,0.5360044642857142,0.29910714285714285,0.0,0.0
6.0/100,7.0/55,9.0/44,4.0/966,8.0/49,2.0/995,5.0/109,1.0/1000,3.0/993,400,5000,500,mouse,-0.96,0.01,0.98,3.462,11,0.0,0.0,0.4362053571428572,0.0,0.0,0.0
6.0/95,7.0/60,9.0/40,4.0/828,8.0/44,3.0/959,5.0/100,1.0/977,2.0/975,400,5000,500,mouse,-0.96,0.01,0.98,3.284,11,0.0,0.0,0.4320647321428571,0.0,0.0,0.0
6.0/80,7.0/60,9.0/44,4.0/772,8.0/46,3.0/924,5.0/87,1.0/950,2.0/944,400,5000,500,mouse,-0.96,0.01,0.98,3.096,11,0.0,0.0,0.4368638392857142,0.0,0.0,0.0
6.0/82,7.0/58,8.5/44,4.0/691,8.5/44,3.0/890,5.0/91,2.0/935,1.0/939,400,5000,500,mouse,-0.96,0.01,0.98,2.896,11,0.0,0.0,0.4424441964285714,0.0,0.0,0.0
6.0/71,7.0/53,9.0/35,4.0/515,8.0/40,3.0/707,5.0/78,2.0/765,1.0/774,400,5000,500,mouse,-0.96,0.01,0.98,2.681,11,0.0,0.0,0.4510825892857143,0.004464285714285714,0.0,0.0
6.0/66,7.0/53,8.5/44,4.0/379,8.5/44,3.0/587,5.0/71,1.0/669,2.0/665,400,5000,500,mouse,-0.96,0.01,0.98,2.448,11,0.0,0.0,0.4672991071428571,0.002232142857142857,0.0,0.0
6.0/58,7.0/49,9.0/35,4.0/212,8.0/42,3.0/412,5.0/66,2.0/475,1.0/500,400,5000,500,mouse,-0.96,0.01,0.98,2.189,11,0.0,0.0,0.4746763392857143,0.029017857142857144,0.0,0.0
5.0/60,7.0/46,9.0/35,4.0/127,8.0/40,3.0/272,6.0/53,2.0/312,1.0/323,400,5000,500,mouse,-0.96,0.01,0.98,1.896,11,0.0,0.0,0.49938616071428565,0.078125,0.0,0.0
5.0/55,7.0/44,9.0/33,4.0/60,8.0/35,3.0/122,6.0/46,2.0/162,1.0/174,400,5000,500,mouse,-0.96,0.01,0.98,1.548,11,0.0,0.0,0.5195535714285714,0.19866071428571427,0.0,0.0
4.5/49,6.0/44,9.0/31,7.0/40,8.0/33,3.0/66,4.5/49,1.5/82,1.5/82,400,5000,500,mouse,-0.96,0.01,0.98,1.095,11,0.0,0.0,0.5453236607142857,0.31473214285714285,0.0,0.0
6.0/75,7.0/55,9.0/35,4.0/939,8.0/42,3.0/984,5.0/91,1.0/993,2.0/991,400,5000,500,mouse,-0.96,0.01,0.98,3.462,9,0.0,0.0,0.455859375,0.0,0.0,0.0
6.0/73,7.0/53,9.0/40,4.0/823,8.0/44,3.0/941,5.0/82,2.0/977,1.0/979,400,5000,500,mouse,-0.96,0.01,0.98,3.284,9,0.0,0.0,0.45598214285714284,0.0,0.0,0.0
6.0/73,7.0/53,8.5/40,4.0/736,8.5/40,3.0/895,5.0/80,1.0/930,2.0/919,400,5000,500,mouse,-0.96,0.01,0.98,3.096,9,0.0,0.0,0.46131696428571434,0.0,0.0,0.0
6.0/60,7.0/53,9.0/40,4.0/591,8.0/42,3.0/761,5.0/80,2.0/810,1.0/816,400,5000,500,mouse,-0.96,0.01,0.98,2.896,9,0.0,0.0,0.46978794642857136,0.0,0.0,0.0
6.0/64,7.0/53,9.0/35,4.0/437,8.0/40,3.0/620,5.0/69,2.0/683,1.0/712,400,5000,500,mouse,-0.96,0.01,0.98,2.681,9,0.0,0.0,0.4750446428571428,0.0,0.0,0.0
5.0/66,7.0/49,8.5/37,4.0/274,8.5/37,3.0/482,6.0/64,2.0/571,1.0/600,400,5000,500,mouse,-0.96,0.01,0.98,2.448,9,0.0,0.0,0.4834040178571429,0.013392857142857142,0.0,0.0
5.0/58,7.0/46,9.0/33,4.0/203,8.0/37,3.0/379,6.0/55,2.0/439,1.0/470,400,5000,500,mouse,-0.96,0.01,0.98,2.189,9,0.0,0.0,0.49697544642857144,0.05803571428571429,0.0,0.0
5.0/58,7.0/42,9.0/35,4.0/93,8.0/37,3.0/196,6.0/55,2.0/247,1.0/267,400,5000,500,mouse,-0.96,0.01,0.98,1.896,9,0.0,0.0,0.5109486607142857,0.16071428571428573,0.0,0.0
5.0/53,7.0/42,8.5/35,4.0/69,8.5/35,3.0/118,6.0/44,2.0/138,1.0/160,400,5000,500,mouse,-0.96,0.01,0.98,1.548,9,0.0,0.0,0.5261272321428571,0.21205357142857142,0.0,0.0
4.5/46,7.0/40,9.0/33,4.5/46,8.0/35,3.0/69,6.0/42,2.0/80,1.0/87,400,5000,500,mouse,-0.96,0.01,0.98,1.095,9,0.0,0.0,0.5416964285714286,0.2857142857142857,0.0,0.0
6.0/62,7.0/53,9.0/33,4.0/870,8.0/37,3.0/977,5.0/84,2.0/986,1.0/988,400,5000,500,mouse,-0.96,0.01,0.98,3.462,7,0.0,0.0,0.47982142857142857,0.0,0.0,0.0
6.0/60,7.0/53,9.0/37,4.0/738,8.0/42,3.0/915,5.0/71,1.0/946,2.0/944,400,5000,500,mouse,-0.96,0.01,0.98,3.284,7,0.0,0.0,0.48161830357142854,0.0,0.0,0.0
6.0/71,7.0/51,9.0/33,4.0/665,8.0/37,3.0/877,5.0/75,2.0/910,1.0/924,400,5000,500,mouse,-0.96,0.01,0.98,3.096,7,0.0,0.0,0.48462053571428576,0.0,0.0,0.0
6.0/64,7.0/49,9.0/35,4.0/455,8.0/40,3.0/696,5.0/69,2.0/743,1.0/770,400,5000,500,mouse,-0.96,0.01,0.98,2.896,7,0.0,0.0,0.48850446428571426,0.002232142857142857,0.0,0.0
6.0/58,7.0/49,9.0/35,4.0/332,8.0/37,3.0/473,5.0/62,2.0/535,1.0/551,400,5000,500,mouse,-0.96,0.01,0.98,2.681,7,0.0,0.0,0.49743303571428577,0.024553571428571428,0.0,0.0
5.5/58,7.0/49,9.0/31,4.0/232,8.0/37,3.0/419,5.5/58,2.0/515,1.0/542,400,5000,500,mouse,-0.96,0.01,0.98,2.448,7,0.0,0.0,0.5024107142857143,0.03571428571428571,0.0,0.0
5.5/53,7.0/42,9.0/31,4.0/154,8.0/35,3.0/325,5.5/53,2.0/375,1.0/397,400,5000,500,mouse,-0.96,0.01,0.98,2.189,7,0.0,0.0,0.5135267857142857,0.08928571428571429,0.0,0.0
5.0/53,7.0/42,9.0/31,4.0/93,8.0/33,3.0/165,6.0/46,2.0/214,1.0/227,400,5000,500,mouse,-0.96,0.01,0.98,1.896,7,0.0,0.0,0.5223214285714286,0.19642857142857142,0.0,0.0
4.0/51,7.0/40,9.0/29,5.0/49,8.0/33,3.0/91,6.0/42,2.0/129,1.0/145,400,5000,500,mouse,-0.96,0.01,0.98,1.548,7,0.0,0.0,0.5334933035714285,0.2767857142857143,0.0,0.0
4.0/49,6.0/40,9.0/29,8.0/33,7.0/35,3.0/53,5.0/42,2.0/75,1.0/78,400,5000,500,mouse,-0.96,0.01,0.98,1.095,7,0.0,0.0,0.5502008928571429,0.3013392857142857,0.0,0.0
6.0/58,7.0/49,9.0/31,4.0/785,8.0/40,3.0/915,5.0/71,2.0/957,1.0/962,400,5000,500,mouse,-0.96,0.01,0.98,3.462,5,0.0,0.0,0.5029799107142857,0.0,0.0,0.0
6.0/58,7.0/46,9.0/35,4.0/533,8.0/37,3.0/700,5.0/62,2.0/736,1.0/765,400,5000,500,mouse,-0.96,0.01,0.98,3.284,5,0.0,0.0,0.5079799107142857,0.004464285714285714,0.0,0.0
6.0/60,7.0/44,9.0/31,4.0/535,8.0/33,3.0/716,5.0/64,2.0/765,1.0/787,400,5000,500,mouse,-0.96,0.01,0.98,3.096,5,0.0,0.0,0.5072321428571429,0.0,0.0,0.0
6.0/58,7.0/46,8.0/35,4.0/470,9.0/33,3.0/669,5.0/60,2.0/736,1.0/776,400,5000,500,mouse,-0.96,0.01,0.98,2.896,5,0.0,0.0,0.5138169642857143,0.002232142857142857,0.0,0.0
5.0/58,7.0/46,9.0/35,4.0/272,8.0/42,3.0/459,6.0/55,2.0/515,1.0/533,400,5000,500,mouse,-0.96,0.01,0.98,2.681,5,0.0,0.0,0.5188169642857143,0.03571428571428571,0.0,0.0
5.0/60,7.0/44,9.0/35,4.0/200,8.0/40,3.0/330,6.0/49,2.0/417,1.0/437,400,5000,500,mouse,-0.96,0.01,0.98,2.448,5,0.0,0.0,0.5237165178571429,0.05580357142857143,0.0,0.0
5.0/58,6.0/49,9.0/33,4.0/174,8.0/35,3.0/272,7.0/44,2.0/303,1.0/332,400,5000,500,mouse,-0.96,0.01,0.98,2.189,5,0.0,0.0,0.53,0.11607142857142858,0.0,0.0
5.0/55,7.0/44,8.0/33,4.0/71,9.0/31,3.0/156,6.0/51,2.0/185,1.0/196,400,5000,500,mouse,-0.96,0.01,0.98,1.896,5,0.0,0.0,0.5359821428571429,0.1875,0.0,0.0
4.0/51,7.0/40,9.0/33,5.0/46,8.0/35,3.0/91,6.0/44,2.0/120,1.0/133,400,5000,500,mouse,-0.96,0.01,0.98,1.548,5,0.0,0.0,0.5434486607142858,0.28348214285714285,0.0,0.0
4.0/49,6.0/40,8.5/31,7.0/37,8.5/31,3.0/66,5.0/42,2.0/73,1.0/82,400,5000,500,mouse,-0.96,0.01,0.98,1.095,5,0.0,0.0,0.5537946428571429,0.3325892857142857,0.0,0.0
6.0/53,7.0/46,8.5/33,4.0/607,8.5/33,3.0/781,5.0/55,2.0/832,1.0/848,400,5000,500,mouse,-0.96,0.01,0.98,3.462,3,0.0,0.0,0.5291071428571429,0.008928571428571428,0.0,0.0
5.0/55,7.0/44,8.5/33,4.0/524,8.5/33,3.0/694,6.0/51,2.0/743,1.0/770,400,5000,500,mouse,-0.96,0.01,0.98,3.284,3,0.0,0.0,0.5317522321428572,0.015625,0.0,0.0
5.0/51,7.0/44,8.0/33,4.0/401,9.0/31,3.0/580,6.0/46,2.0/625,1.0/660,400,5000,500,mouse,-0.96,0.01,0.98,3.096,3,0.0,0.0,0.5327008928571428,0.026785714285714284,0.0,0.0
5.0/53,7.0/40,8.5/33,4.0/310,8.5/33,3.0/444,6.0/46,2.0/493,1.0/520,400,5000,500,mouse,-0.96,0.01,0.98,2.896,3,0.0,0.0,0.5333258928571428,0.06696428571428571,0.0,0.0
5.0/53,7.0/46,8.0/33,4.0/243,9.0/31,3.0/397,6.0/49,2.0/457,1.0/488,400,5000,500,mouse,-0.96,0.01,0.98,2.681,3,0.0,0.0,0.5400223214285714,0.049107142857142856,0.0,0.0
5.0/55,7.0/42,8.5/33,4.0/160,8.5/33,3.0/279,6.0/46,2.0/323,1.0/352,400,5000,500,mouse,-0.96,0.01,0.98,2.448,3,0.0,0.0,0.5390401785714286,0.14508928571428573,0.0,0.0
5.0/53,7.0/42,8.5/33,4.0/80,8.5/33,3.0/176,6.0/46,2.0/220,1.0/236,400,5000,500,mouse,-0.96,0.01,0.98,2.189,3,0.0,0.0,0.5460937499999999,0.18973214285714285,0.0,0.0
5.0/49,6.5/40,8.0/33,4.0/60,9.0/31,3.0/118,6.5/40,2.0/138,1.0/158,400,5000,500,mouse,-0.96,0.01,0.98,1.896,3,0.0,0.0,0.5472767857142857,0.25892857142857145,0.0,0.0
4.0/49,6.0/40,9.0/31,7.0/37,8.0/33,3.0/66,5.0/42,2.0/89,1.0/91,400,5000,500,mouse,-0.96,0.01,0.98,1.548,3,0.0,0.0,0.5516517857142857,0.31473214285714285,0.0,0.0
4.0/42,6.5/37,8.0/31,6.5/37,9.0/29,3.0/46,5.0/40,1.5/60,1.5/60,400,5000,500,mouse,-0.96,0.01,0.98,1.095,3,0.0,0.0,0.5594866071428571,0.3638392857142857,0.0,0.0
5.0/46,7.0/37,8.0/33,4.0/296,9.0/31,3.0/428,6.0/42,2.0/453,1.0/477,400,5000,500,mouse,-0.96,0.01,0.98,3.462,1,0.0,0.0,0.5528236607142858,0.07589285714285714,0.0,0.0
5.0/46,7.0/40,8.0/33,4.0/207,9.0/31,3.0/314,6.0/42,2.0/343,1.0/361,400,5000,500,mouse,-0.96,0.01,0.98,3.284,1,0.0,0.0,0.5536941964285714,0.12276785714285714,0.0,0.0
5.0/46,7.0/40,8.0/33,4.0/167,9.0/31,3.0/265,6.0/42,2.0/285,1.0/308,400,5000,500,mouse,-0.96,0.01,0.98,3.096,1,0.0,0.0,0.5549665178571429,0.16517857142857142,0.0,0.0
5.0/49,7.0/40,8.5/31,4.0/149,8.5/31,3.0/200,6.0/42,2.0/238,1.0/272,400,5000,500,mouse,-0.96,0.01,0.98,2.896,1,0.0,0.0,0.5539955357142857,0.20982142857142858,0.0,0.0
5.0/44,7.0/37,8.0/33,4.0/100,9.0/31,3.0/151,6.0/42,2.0/189,1.0/209,400,5000,500,mouse,-0.96,0.01,0.98,2.681,1,0.0,0.0,0.556328125,0.23660714285714285,0.0,0.0
5.0/44,7.0/37,8.0/31,4.0/55,9.0/29,3.0/109,6.0/42,2.0/129,1.0/147,400,5000,500,mouse,-0.96,0.01,0.98,2.448,1,0.0,0.0,0.5572321428571428,0.28794642857142855,0.0,0.0
5.0/44,7.0/37,8.5/31,4.0/46,8.5/31,3.0/82,6.0/40,2.0/102,1.0/107,400,5000,500,mouse,-0.96,0.01,0.98,2.189,1,0.0,0.0,0.5585602678571429,0.28348214285714285,0.0,0.0
5.0/44,7.0/37,8.5/31,4.0/55,8.5/31,3.0/82,6.0/40,2.0/100,1.0/102,400,5000,500,mouse,-0.96,0.01,0.98,1.896,1,0.0,0.0,0.5605357142857142,0.3392857142857143,0.0,0.0
4.0/44,6.0/37,8.0/31,7.0/33,9.0/29,3.0/51,5.0/42,2.0/64,1.0/73,400,5000,500,mouse,-0.96,0.01,0.98,1.548,1,0.0,0.0,0.5602790178571428,0.36160714285714285,0.0,0.0
6.5/51,1.5/55,4.0/53,9.0/29,4.0/53,4.0/53,1.5/55,8.0/44,6.5/51,400,5000,500,mouse,-0.96,0.01,0.98,1.095,1,0.0,0.0,0.5661607142857144,0.3549107142857143,0.0,0.0
